Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..78......5........123745......4..65..8....2...412.3.8.234....1...2.......5.87...,27,43,22,2,0,1,0,5,2,Expert,
9.25..76.48......9..7.4.1.....9...1.....7....5....2...2...64..7.......2...92.8..6,25,43,11,4,2,4,0,2,0,Expert,
...7..9.4......72..2.6........4....22.45.38....697..3.7..85.6.99......7.......28.,27,53,25,1,0,0,0,8,10,Expert,
....265.9....9........351.254.........16.....6.395.4.1.............42....9.5..72.,25,51,11,4,0,1,1,2,2,Expert,
.......514.6...2....73...9......2.36...4.7.........51..63..4...1.59.3...2.4.1.3..,26,55,18,2,0,1,0,4,2,Expert,
.7..3..89..3.....7.81...2......6..9....1....2.56.............2..18.957..73....16.,25,44,19,3,1,2,0,4,2,Expert,
.....35...2...8.6.5.4..9..8.6.3...9...2...7..958......63.9.48.........37...7.....,25,35,20,2,0,3,0,1,0,Expert,
....4..51..7.....8..6..74.......38..6...5..9..914......7...4........83..5.89.....,23,39,18,1,0,3,2,1,0,Expert,
9...7...5.67.......48.5.3..6.4......13..67..9.5......1.9...14..........3.864...9.,26,65,10,2,1,0,0,2,2,Expert,
32.8....5.69.1..2......2.63...6..37....3..5.1....9...6....5..38...2.......6...159,27,54,9,1,0,0,0,2,2,Expert,
..36.....4.........6.5..73884.....1.3........7.9..4...6...853.4...7.6.5..8..3.1.7,27,62,17,0,1,1,0,2,2,Expert,
8...76.5.......1..69.1.8...1......3.4.9.....5.3.7..68...193........5.......8..79.,25,68,16,1,0,2,0,3,2,Expert,
.....9......6..2...2.7.5.6...63...42..3....9.4.....5.3...1.7....6.29.3..9..53..71,27,39,14,0,3,2,1,1,0,Expert,
.34..8..9..17.48.....3........8.....5.....4.2.4...9.8.75....9.4.2...1....98.5....,25,46,9,0,0,1,0,1,0,Expert,
97........8....1..5.1....8.....1...98....25......57.3.......35...5.96..12....57.8,25,38,17,2,0,2,0,1,0,Expert,
.91............4..2...48..5.5.91....9..234..7.....7..3.8.5....91..4......79...1..,25,40,15,1,0,1,0,1,0,Expert,
38..6..92..6.7...42....8.....8.....6.3....1........74.9...3...1..2..1.3..4.7...6.,25,73,8,2,0,2,0,2,2,Expert,
.912.6.8...28..9..65.9.37.....6..12.8.....35.................96.29..5......1...7.,26,38,15,1,0,0,0,2,0,Expert,
.9..1.8....694.7.1...3...6.........6.8....5....1..3....7.5....4..4.6....815.74..9,26,35,19,4,0,0,0,1,0,Expert,
..856.9.....7...3......4..1..19..673..5...1..6...8.4..394......8.6......7..83....,26,54,9,3,0,0,0,2,2,Expert,
....2.......9...5..1....9.3.....6.37..7..821..3....59..712.5...568.1....3..7.....,26,73,22,2,4,7,0,7,8,Expert,
..51...48.......3...4.....5...2...5..1.8..3..7.....1...4..5..8..8174...2..63.8.1.,26,53,25,2,1,1,0,7,8,Expert,
..2....56...2....859.......3......75..5.9.8..24....3.......5..77..36..4..8...4...,24,52,17,0,0,1,0,6,4,Expert,
8.9........5...6..62.4.....7...5..68....1972..1.....9.97...28...8......4..1...5..,25,77,18,3,0,0,0,6,8,Expert,
......5.8.......275..3.2.4........74....38....7..5126.24.1....5.5.8.6...1....3..2,27,39,14,1,0,0,0,1,0,Expert,
...3.72.6.32..5.97.6....4......3..8.4...2...............69...5..4...2...5.378....,24,45,10,3,1,1,0,2,0,Expert,
1.9.....4.87.4.93.....875.2........1.3..7.8..4.8..2.....2..1.78.13..........5....,26,78,19,0,0,1,0,6,10,Expert,
74......1....9.25..12.......7.8..1..8.4..29..9..5..73....2....3......5..49...7...,25,51,18,3,0,0,0,3,2,Expert,
4....8.9.....7....2.69.....69.7...5..4.....1.5...6..898........7.521.....1.8.5..2,26,44,20,3,0,0,0,2,2,Expert,
6.1..524.....34..1...7.....4..1.8.6.....734..8...6....5.2..........2.75.1...4....,25,38,17,2,0,0,0,1,0,Expert,
4........9.....1........75..5..9..27.8.17.5.4...2.......34.2..17....3.9....9..4..,24,44,12,0,2,4,0,1,0,Expert,
...9........136........4..88.2...6..5.43.81..3.......4.8.45..3...56..........19.6,25,39,16,1,1,1,0,1,0,Expert,
49....8....871...........2....2..7....29..63.....83...........7.3..2..1.72.4.9..3,24,59,16,0,0,0,0,3,2,Expert,
.6...4.7....5......98..7.3.......6...32.........28...7.879......296.85..4...5....,24,54,4,0,0,0,0,3,2,Expert,
......24.71........8..2.......6...7.2.73.45....52...8.1.4.75.2....4..7..6........,24,94,19,5,3,3,0,6,10,Expert,
.3.49......6.25....4...6.29.......43....31..6...6.7...46.7.3.52.5....97..7.2.....,28,58,9,4,0,2,0,6,4,Expert,
.....61.8..5..9..6...4..3...9.2.158..3.5...29.5..6.4..3.4...9...61.....2.........,26,40,12,1,1,3,1,3,0,Expert,
.........4..2..1....8.64....4.5...13.8....9....93..4525...8.......9...85...4.52..,25,80,24,0,0,3,0,5,6,Expert,
..........82..6...6.5....38..31..........98.71...579...2...81......2167..........,23,51,18,6,0,1,0,5,6,Expert,
1.3......7......14.2.8....7.197..8................4.6.6...3.24.3.8.......7..8.1.9,24,48,21,0,0,1,0,3,2,Expert,
83........9.3128.....48.7.95..............213...7........1..587.8.95..4....2..9..,26,42,12,0,0,0,0,1,0,Expert,
....31...6.3...721.9...736.........69..2...8.7.....2.........3.4618..9........4.8,25,36,25,2,0,0,0,2,2,Expert,
.......7.......6..6...48...2..4.69.....7...5...5.9.2.4..2..91..4.7..5...9..1....5,24,53,20,1,1,1,0,2,2,Expert,
69.....743....58.1...4..3..5.9..1.....16......489......7...8.3...6.4....4...1....,25,60,10,0,0,0,0,4,6,Expert,
8.57.24.....4.........51..2..1.38.4.2..61....3....4....5..4......21.....16.3.7..8,27,38,15,3,0,1,0,1,0,Expert,
4...7.28..913..7..2.78....3..3......5......7.71.9.....1..4...2......8.9..4..53.18,28,82,16,4,1,1,0,6,6,Expert,
4...5..7...7..1..632.9..5........4.2.......6.......197..571...4.1...592..9.2.3.5.,28,44,15,2,1,0,0,2,2,Expert,
...2..538...3...71....8......3..81..8...3...59.2..76.......631.2...9.7.6..1....9.,27,34,17,0,1,2,0,3,0,Expert,
6.7.......8.915....1.....3...6..87....852...1....9........6....9....7..57..3.2.6.,24,43,13,0,0,0,0,1,0,Expert,
....3.1.....7..6.59...........4...7..7.1..4.63..........7.9..2...6..73..4.25..7..,23,33,24,0,0,0,0,1,0,Expert,
....9...69.5....1..6217...5....8..5.1..9...8......279445.8...6..9........27......,26,33,20,1,0,2,0,2,0,Expert,
...6......1..4..6..9...8745...9......8..37.......56.....95.31..85...19.63.....4.8,27,48,12,0,0,0,0,2,2,Expert,
.......8363..5....7.2...15..64....3531....8.......62.......3...5...4732.....6..71,27,43,9,0,0,3,1,2,0,Expert,
.2..1...8..6...25...8..5.39...19..........38..123.8......6..8....592.67...75.....,27,37,16,4,0,2,0,1,0,Expert,
.6.1.....52...3.9.7......5..3.......2....5.......293..4.7.9...63...162........4.1,24,48,23,2,1,2,0,4,4,Expert,
.35..4.....6...1...7.6..3.....86...5....457.....1.728..8...354..437...6..1.......,27,60,17,2,0,1,0,4,6,Expert,
..2.8...5....62.4..4.3..6....8..172.56..3.....278..1...7......41....3......1..2..,26,148,29,3,0,2,0,14,26,Expert,
....4.5.......12.7.5.7.8.14.7..3..983...8....9.4..2....1.........217...5........2,25,70,17,2,0,1,0,5,6,Expert,
.54.....2.79...3..2....3.....72..9.5..5.....4.3......8.1..948....8.5..7.74.8.1...,27,74,14,2,1,1,0,11,14,Expert,
.....8...74.........1765..3...6..85...6..........934.........9..8..71.6...38..5.4,24,68,17,1,1,1,0,3,2,Expert,
..2..5..6.......3..94.7..2.....58....594.3.6....967.....8...3....7..9...4..3..97.,26,39,18,0,0,0,0,2,2,Expert,
4......7.17...9..6..8...2......97....6..8.7...9.6.2.8...4..6...75..2....2.......1,24,52,17,2,1,1,0,4,2,Expert,
2.9.7.......1.....5.6.2..4.......2..9......7..8..4..611.8.5..9.....9.42....48...6,25,39,15,3,0,0,0,2,0,Expert,
...1..784..8..9....13.4.5.....87...379.4.3.........4.....3..2...8.......5..2..3.7,25,117,31,3,0,4,0,12,20,Expert,
......61......5.282.........7.12.3.61........8.569...25.7..........1.96..6......3,24,46,20,1,0,1,0,3,2,Expert,
15....7.9..3...81.7.9.5.........31....826.......9........8....2....3..5.327.1.9..,25,51,13,2,0,1,1,3,2,Expert,
1.6........7.....29..3....5...91.5..7...3.4.6....4.92...52......647....33.1......,25,46,9,4,0,4,0,1,0,Expert,
.8...2...4..5.6......4.......4..723.6..9..58..28.6.....42.589....62.9..39........,27,55,14,2,0,1,0,2,2,Expert,
.........467........2..7...7...6.1....15..8...5...367..2.4.6.37.......2...315..6.,25,29,26,0,1,0,0,1,0,Expert,
2....4.....6.9..233..7..59....4......51.26.7..7.1..3....3...7.....2............16,24,27,26,0,0,2,0,4,0,Expert,
.1....7.63.8...19.96.........9.......4.9..67515.......8..56.4..5...........4793..,26,49,5,1,2,0,0,1,0,Expert,
.72.5.........1.....18......36.......5..2.9...9....73......6..78..3.9.62..3..5.8.,24,138,15,3,0,3,0,10,18,Expert,
.93...4.84.28.736.....3...72.6......9....48...........84..79.....5.2.......6..5..,25,60,12,1,1,0,0,2,2,Expert,
..6...4..8.39.6..1.2.43......21....7...............6.8.....9.841....83.....641.29,26,34,20,1,1,3,0,1,0,Expert,
9..1....8.784.3..9..........5..1......927....1......75.14...8.....8...52.253..19.,27,73,16,1,0,0,0,5,4,Expert,
....4....48.9..1...2...8....472...98.....734...58..2.72.1.8.7.9..4.......7.319.5.,30,81,18,1,1,3,0,5,4,Expert,
....4.....9..7.438.......75.1.9..8.....3...5..3..1..6.1...8.5.6..5......8..6.9.4.,25,40,14,1,0,0,0,2,0,Expert,
.31.7..2....18.49...4.......7..53..9..98...17.2....8..3.2...1.8....1...5.........,25,56,6,0,1,1,0,2,2,Expert,
.....2..1.57.1.9....8.....5....35....9617..327.....6..819...7.3..3...5...........,25,69,20,1,0,0,0,6,10,Expert,
.2..9...........7.7....1.42..1..........8.7....294.3.6.398...2.18.6..9.........6.,24,40,15,0,0,6,0,2,0,Expert,
..61..4........5..2.547.631..4...2....2.4...........6.6...52..7.59..7.4...3.9....,26,69,11,3,1,3,0,10,14,Expert,
9..1.4.....4....6.8.....2....6.8...3.1.......2856........2..4....1.5.6.9...91..5.,24,82,15,1,1,4,1,5,4,Expert,
..9....8.3...65.7...432............39...7..6.........5.......2.49.2..6.76...5..98,24,45,11,3,1,0,0,1,0,Expert,
........82..9.........34....19......4......7.7.8...36....3..89..3...97.1.4.8.6.2.,24,72,20,2,0,1,0,5,4,Expert,
...7.........8.5.45.7.26..........6....8342..82........8...2...6...451..47......3,24,52,26,1,0,0,0,5,4,Expert,
...547......9...1.....8........68...4..3....87.8...54..4...63..8.9.5...767....1.5,26,29,25,2,0,0,0,1,0,Expert,
..1....56..4.....8.7...12...6.....14.4...2.....843.6.2.8..15......2....5..264....,26,49,21,3,0,1,1,4,2,Expert,
.4....9..7..9....26....485......124...149..8..6...7........5.......4.6752...6....,25,68,27,2,1,3,3,4,4,Expert,
.......2.8...63..4......8.1.......96.3.24.1.....9.....9.8......7.1..963..4.1.7...,24,67,16,2,1,0,0,2,2,Expert,
1.....8..........2.6....4...3...172......41.8.4..2769..8726......21..3.74..7.9...,28,49,10,0,1,2,0,6,2,Expert,
2....93....7..3.8....4......7.8..49.4.3.5.2....86.4...8..7...4.....2....36....7..,25,74,23,1,0,2,0,5,4,Expert,
84.....2.7.........35..7.4.....4..8..5.8.9..3.2....9....4.215.....38...9.1.......,24,39,17,0,0,2,1,1,0,Expert,
8..5.62..2....1.4...3..8..9......8..4..6.5.9.6..93.....5.............4..3....46.2,24,57,23,5,0,0,1,3,2,Expert,
.5..........32....2.71..384..5....4...8..1.....37.45.6.....2.1.......7....685...3,25,52,14,4,0,2,1,3,2,Expert,
.7.9.3..41.4......2..18...3..7..8..29..3.1...386..2..9.4.....9.8....7..6..3.4....,28,40,15,3,1,1,1,4,2,Expert,
2..5..8...56.....4.1..8..2.4.......1.7..2..5...1.....3...3.4..65....7...34...81..,25,45,10,1,1,2,0,1,0,Expert,
....43...247.......9..7.....75.....48..9..12..1........5.2..41...9.....2...1..5.9,24,35,34,0,0,0,0,4,6,Expert,
...9.5.....416.....6...4.......7..2.2.8.597..57........1.7..48...5.1...74....2...,25,40,27,2,0,0,1,2,2,Expert,
......5....9......6...9...8...6......9..5.34.8.2.4...535.2..16..14..5......93.4..,25,59,29,4,0,2,0,4,6,Expert,
4215........9.7.2..9....8..8...1.9....9..5..47.............174....6..59...57.2...,25,28,26,1,0,2,1,2,0,Expert,
.7......4..4...6...2..1..9....29...88.9.64..14.............31.7..1.4....93.6.....,24,55,21,0,0,2,0,3,2,Expert,
7...8.....1..9..4.6....2..7.9............51.65.82...9.4.57.1...172.5.............,24,54,11,0,0,0,0,2,2,Expert,
2.....9.4.8.7....53.9....2....2746......6.....4.8.....7...9..8...4...7.363.......,24,74,27,0,1,5,1,7,10,Expert,
.1765.....82..9....5.74..2....9..8.2..48.1..5......9.........8...8..4567......1.4,27,38,15,0,1,1,0,1,0,Expert,
.39....1.....6.23.1..........53.19.64..8.9....8..5..43...5......56..8......9...2.,25,38,17,0,0,1,0,1,0,Expert,
...2.71..3.5...2.91...9..5.....4..92...5.....9..8......8.7.3..573.....8...4...31.,26,44,10,3,0,0,1,1,0,Expert,
6..17.48..4..85...7.24....526..5.1....381...7.78..6.........8..31.....5.......63.,29,65,14,1,0,3,0,2,2,Expert,
.1.8......2..73....7.129......2.8.6..82.16.......3...18..6.123.........5..3.9.17.,28,31,21,1,0,1,0,1,0,Expert,
.71....4.......3.54........7......1..5.8....41...3.729..2....7.83.2.1...91.......,24,47,9,0,0,0,0,1,0,Expert,
.....4.......65.37..7...9...3.4...8..4..97....65.38...8....916.....1..533........,25,36,19,1,0,2,0,1,0,Expert,
.......57......8......58..6...8..61.4..1......7..9..45.4.9....398...4.7.53..7....,25,41,14,2,0,1,0,1,0,Expert,
25.8....3......8...3...52...2.3.8.9..9.2..45.4....1.8.3749.....5....4....8.......,26,32,20,1,1,0,0,3,0,Expert,
..2.....5.7.....8.596..712......39.871.....3...92...1......5.....3..26..6...8..5.,26,36,18,1,0,0,1,1,0,Expert,
.........5....6.72.83.7..94....3........58.2..3.962...9..3..68...28............5.,24,39,17,0,0,0,0,1,0,Expert,
..8......6......15..479......7..6.4..4.12.....169............542..5.19..........8,23,40,24,1,0,0,0,3,2,Expert,
2.....9...695....8.......54386.2....49.6....2..........3.9.......84..765.7..5..4.,26,51,3,1,0,1,0,1,0,Expert,
.....4....4..6......1978..2....23..9...7........89..6.7.8..2.169......4.43.6....8,26,102,18,1,1,1,0,9,12,Expert,
......9.7....5.3.2...7......4632......7.....9.2....46....2...8..38.746...6253....,26,74,12,1,2,2,1,6,6,Expert,
8.1.........8.9.........9..9.51.84.3..34...7...79..5.8.36...........18...7.6.43..,26,49,17,2,0,0,0,2,2,Expert,
.14.8....9.....7....6...8..86....57.7.9.........3...4.5.814..6.......9......35.1.,24,53,16,4,0,0,0,2,2,Expert,
2.3..751..56...9...9...1.8....3....2........9...9583...1......8..928..3....7.5...,26,29,25,1,1,1,0,1,0,Expert,
..13...962...971.3.....8..7......6....2.....9.6..1....7....9..26..5.13...3..2..7.,26,84,39,3,1,4,0,10,14,Expert,
2.971.6..638.5.7...........9...67..2.8....3.....9...5.....7.5....3.....1...5...93,25,37,31,0,0,1,0,3,2,Expert,
2.3........1.6..3.97.5......4.25....5.29......1..3...71....4.5........96.3..7....,24,62,31,1,0,0,0,4,6,Expert,
........3..8..7.......3256..7.854...8.5...7..9.3..6...............5498..6..3...4.,24,26,30,0,0,1,0,1,0,Expert,
..9.5..2.........8.8..621.5.58....7..9..14....12........7..9...8....1....2...5..6,24,44,12,1,1,3,0,1,0,Expert,
....9.....3.....6...51....3..93.....1....6..8.2..5.6..36..8...7..2..9..5..7....1.,23,41,25,0,0,2,0,3,2,Expert,
.....275.7...3..6..32..4..9...9.......7....3.34...65.26...5.4...2.......1....9.7.,25,40,23,3,1,1,0,2,2,Expert,
...1..9........1452.......3.....93.831.85.....8..2...4.....46...5...1429.2..9....,26,49,15,0,0,1,1,2,2,Expert,
...981........2...4..56...86..1..5.....29.1...9..4.....2......9.8.....27..58.7...,24,31,25,0,0,0,0,1,0,Expert,
.2.....4....81.96...6..21..4........5.2.96...1...24.59...947.....5.8........65.7.,27,35,18,4,0,0,0,1,0,Expert,
.9.53..7.4......6..376.8..........8.5.2.......84...5...4..579..6...23.......9..28,26,44,16,2,0,0,0,2,2,Expert,
..7.9..35..8..7...2...........6.239.76..3..8......12.....3....257.8....9..9.76...,26,47,23,2,0,0,0,3,2,Expert,
4.2.....3.9..3.6....1.2489....9...32..3.....7...8.......834.9.1.7..91........8...,26,38,16,1,0,3,0,1,0,Expert,
.....6...8......2..21.8..3......86.46.7..3..89.42...17.1......2..34.....2.6......,25,58,19,3,0,1,0,2,2,Expert,
..8..7...2.7...1...5......41..8..5....4.....9.9.2...18973.5.42.........7.25......,25,61,8,1,1,0,0,2,2,Expert,
.65.....42......5.8........5..3.4.1.6.3........4..78.......3.711.6....4...84.2.36,26,68,12,0,1,0,1,2,2,Expert,
.....8..2...342.....4.6..1.6..8.....9.861..2.41..2........7...1..92...432.1....86,28,78,22,6,0,5,0,8,8,Expert,
.7.2...95..3...642.............315......7..29...4.2...1....6..3.2.59...445.......,25,30,25,0,0,4,0,1,0,Expert,
.1...9..2..42..9.6...1...7.5.....1.........65.36..179....59...........4.6..42..59,26,42,19,1,1,3,0,3,2,Expert,
.16..7....9....4....2.....6...49.36...91.27.83..8...49.87....3.6...........6..82.,27,41,12,0,0,3,0,1,0,Expert,
1...3.6..42......9.57....2....5.6...54.91.........713.9....5..1...36....6....9...,25,37,18,0,0,0,0,1,0,Expert,
.....6...43.....1......739565.1....22.1.9...3.9......796...1.......3.6....2.7.4..,26,51,20,1,0,1,0,2,2,Expert,
26.8.7.....5.4.79...95.1..8...7.....7142.....9...6...454....6....2..64......1....,27,51,14,3,1,1,0,3,2,Expert,
9.5.4..7.8...3..5.4.......9.4...58..5.7...3...2.........3..2..42.63..5.....6.8...,25,93,16,3,2,2,0,5,4,Expert,
...92....2......3137........2.1..4..4......9..31..56..1..2....9...4..7....6.....4,23,139,24,1,0,5,0,12,16,Expert,
.........17...89...5.....68.165......87914....3.6...4....7...5...319.....6..3.4..,26,71,17,1,0,2,0,5,4,Expert,
3.6...572........69...4......2.....9..1....6....9.271..6....45.4..39.......2....1,24,27,29,1,0,2,1,1,0,Expert,
...5.....27..3.....45..29......97...92.385.7....6.......94..2.3..4.5........6874.,27,41,11,1,0,2,0,2,0,Expert,
48...67..7.34.5..2.6..8...9.......8......94........3.5.245.......62.79...7.....58,27,45,14,1,0,0,0,2,2,Expert,
..5....2..9..4...6..3.....5..7.2.5.....6.7.9..3..5..7.....9....7..5.1..4..2..4.37,25,49,18,0,0,1,0,2,2,Expert,
45.8....286.5.9.43..3......3.57............9.78.3......2...6.8......7...6.42..5..,26,42,12,2,0,4,1,1,0,Expert,
.2.....53.1...3...6..8..9...931..8.52..5.........6...2......198.5.69..4......1...,25,63,14,2,0,0,0,4,4,Expert,
7.1..........6..7.....45....7....2.5.....731....85.6..3....84..8251.....6...2....,24,48,7,0,0,2,0,2,0,Expert,
......31....5716.....2.....3..4.....4..81.....71.6..3.....4.8.2...3.6...81...2...,24,50,12,0,0,0,0,2,2,Expert,
..98....2.....6....4.1....9....8.19....9...74.6...3.....62.8....1.4......38.1.4..,24,35,21,3,0,3,0,1,0,Expert,
.5....9..3.7......6.......3......4...6.....35.1..95.7....45..8.....7915.4..6.3...,24,59,15,3,1,0,0,2,2,Expert,
..18.453.......4....3...2.....1.......7.9.....9.23...8.4..8....7..42135....7.9...,25,42,22,3,1,1,1,3,2,Expert,
.196..2..5.7..8.6........819.81..5..1.2..7.9.63....7..........7.....5......8...53,26,55,12,6,0,0,0,5,2,Expert,
1.48.6..2.683....4......6.......31.55...7..4..3........5....3.64...5...7.....1...,24,46,26,0,0,1,0,2,2,Expert,
24......9.........385.......2387...5.7.9.3..4...5...8.......4...92.6...87.6...3.2,26,47,7,2,0,0,0,1,0,Expert,
...12..3..4..3.97.6..5.7.1419.7.......42.....5....6.....3....47...3...5..1.......,25,71,8,1,1,2,1,5,4,Expert,
..18...7.......86..9.52....1......5.......28..8......73...5...921.9....3..6..37..,24,38,18,0,0,0,0,1,0,Expert,
...3.....8..72.4......14...1.9.832...84.95......1......4..5..2...7...9..2.39...1.,26,53,6,0,1,2,0,3,2,Expert,
....8.72...42..........3...4.7...26.....4158..5......36.......7...4.2.3.8....56..,24,41,14,2,1,3,1,2,0,Expert,
3..9...6.9.73.......5.1.....56............8...297.........32.96.....7.58..1..52..,24,54,14,2,0,6,0,2,2,Expert,
9..85.4..4.....5...7......3...6.3....2....6....7.92.....3..594...6..7.3....3.9786,27,50,18,2,0,0,0,2,2,Expert,
.7...8..1....29............9......134...8...228..7..9..1.4..3....3..7.59..28...7.,25,71,13,2,0,1,0,5,2,Expert,
.......5.17.25...9.5.948..6...4..7.....62.4.8.......2.8..1....2.....2.....4...68.,25,47,14,2,2,1,3,2,2,Expert,
5..97..63......5...6.....27..82..1......8...6...3.......5.12..97.953..8.1..6.....,26,43,10,1,0,0,0,2,0,Expert,
....18..2....7..357...5..8..25......8.........43..21.......5....8.4...5....38.94.,24,37,19,0,0,1,0,1,0,Expert,
.....5.948....9.1....3427.....81..3..8...417...9...2.....75....2....3.4.9.7......,26,66,11,3,1,1,1,2,2,Expert,
.7.3.2.....5....3...1..5..64..73....63...84....8..1.....6...7...8.1..6.5.5.2.....,25,42,13,0,0,0,0,1,0,Expert,
...8.56...81326..4.......81.9....415..........264....9...5482......92.....9......,26,34,18,0,1,1,2,3,0,Expert,
.....4.783......4.....2...6.....7....6.21....7.4..3.6.2487....9...6..7...3.9.2..4,26,37,17,0,0,3,0,1,0,Expert,
.2..3.19...1....7.93......4...9....81834..2...7...3..........4.2.4.9.85.3.81..9..,28,54,10,3,0,1,0,2,2,Expert,
5..87.......1....812..9..4...4.28.5..52.4.9..9.......7..12.7........3......4..8..,25,40,14,2,0,0,0,2,0,Expert,
..8....64.7..3.2..2..7..3...5.3..6.7.1.2....8..4..5.....16........8...5..37..4...,25,101,14,2,0,1,1,7,6,Expert,
.5.....2.9....4.........458.....6.9.21....67...5.1.....6......41.95..7...7..6.58.,25,50,5,1,0,0,0,1,0,Expert,
5..9..41.....8.6.92.......8.2.4.9...4.6.7..5....6....7..47............8....154...,24,41,15,0,0,4,0,1,0,Expert,
...8.3214.......68.2..5.3....52..1..4...7.......5.1..62...6.7...564...2...47.....,27,88,20,4,0,0,1,8,14,Expert,
.8.17.92.....5.....7.....8....9.....5.7..1..36....5.....928..1.....93........6.5.,23,67,8,0,0,3,0,2,2,Expert,
.3.....4672....3.....1...7.651..3.....4........3472......8.1..7....5.83........5.,24,35,20,0,0,0,0,2,0,Expert,
....8.......4.985..9....1....3.4.5.1......3...489..72.3.5.2.......81..3...47.....,25,56,15,0,0,1,0,2,2,Expert,
.....69.....3.42......271....1........97..3.1......56..9.5.......69.3.2...5.6.73.,25,49,12,3,0,0,2,3,2,Expert,
...7.......6.3..57..2..1.....51..48.6....52..18.26.3.....5....2.3........2..8....,24,39,16,0,0,5,0,2,0,Expert,
....423...3..7..5.29...8...8.......1....3.....21.9.7.3..87.1...3.9.......7......8,24,38,28,0,0,1,0,3,2,Expert,
.9.....2....7...1.......4.3.5.96.2....3..7.......4...1.4...69....5.2..7.9..41.5..,24,62,23,1,1,2,1,3,2,Expert,
.34.1....56.7.....1.....8.....4.39..7....6.58..95....149...1..3.1....5....36.....,26,39,15,0,0,1,0,1,0,Expert,
3...6....6..857.1....9..8........5...6......9..53..741...1....71..685...48..3....,26,33,20,2,1,2,0,2,0,Expert,
45.8..3.23...........36.9......4.5...1.....6..2...9..4...9..85...1.54......2....3,24,81,27,1,0,4,0,4,6,Expert,
7.34...61.....5...9.......34.7.6...........49.1..7.....5.1..6....2...3....634.9..,24,61,17,1,0,1,0,5,2,Expert,
9...1.85..317..6......6...7.....7....14...59....45.......39..46.6...59......4..8.,26,36,18,3,0,0,0,1,0,Expert,
....4.1..1..6....3.....7.....2...5....53.....31...47.6..74.682.6....8.5..5.2.....,25,38,17,0,0,2,0,1,0,Expert,
.......3....624.8.46....2......78..23........1..3.54....784......1......2.5..7..1,24,47,9,2,0,5,0,1,0,Expert,
......9.1....14...5..9.7.......56..8.....871.7...21..5.5....18691...52.44.6......,28,36,15,1,0,2,0,2,0,Expert,
.6.5.......4.6..5..52.8.6.1..7.265...2..38476.....4.3......1.8...8...7..7........,27,37,16,2,1,0,1,1,0,Expert,
7..8..3...1..62...2..53..61..7......628..35.7....5.6.8..5...7..8..........4.7...3,27,58,13,0,2,0,0,3,2,Expert,
.......598...........1.27..9..6........2.5.6..63.9.....2...1.7......91....583....,22,59,18,0,2,4,1,3,2,Expert,
.13......2........74....1.3...91..5.4.....9..5..82.4...29.7...1...3...4.8..5...7.,25,163,28,4,2,7,0,20,34,Expert,
..37.198.1.9.....38....34....2.3...4.3.2..67.47..8..2...18........9.2..7.........,27,49,20,2,0,2,0,4,4,Expert,
........4.4...7..2....3.786.....9.4..........97.6..2...247.63..7.918.....6849....,27,44,9,1,0,1,1,1,0,Expert,
.8.6......39...2...6..93...8..2.5.9...3........6...831.....6..5...8.41.....3..642,26,47,22,0,0,0,1,2,2,Expert,
.9......61....6..267.2..9...6.7....84......9.28...........7.3.4..183..2..4..2..19,27,42,10,1,0,0,0,2,0,Expert,
......869.....4.......62.5.81...6...2.541....96...5..2...32....59....48......9...,25,41,14,0,0,0,0,1,0,Expert,
.3...5...9..68......5...8.25...72.6...29........8..5.....5..31..61.38.....71.....,25,47,8,1,0,2,0,1,0,Expert,
.....3..1.7.12.9..58.7.......3..9.......45...1..2....98...5..2....8..74.......5..,23,65,21,4,1,2,0,2,2,Expert,
.2..73....5349.6..4...6......8...742..2.......3...6..9.6..28.......3..7....7...5.,25,80,12,3,0,2,0,6,8,Expert,
2.18...76.58.76.1.6.9.214..1...92.8....5...92........5..7.6...1......8........56.,29,53,5,1,0,1,0,2,2,Expert,
..6..8.25..94.5..6......7..4....9.7..1.72......28.4.91......952.......18..1...6..,27,50,3,1,1,1,0,1,0,Expert,
.84....5173....8.45.9.......2...8.......4...51..3.7...81...97.3...8.1......27....,26,166,38,1,0,3,0,19,26,Expert,
.2....43.6.....8.5.4.57.1..2.576.3.41.....27..........85......276.4..5....3.....1,28,56,2,0,0,0,0,2,2,Expert,
.3...5...6....7..38.4........2.8.6..9.72...5......947.....4..9..28............7.5,23,50,21,0,2,2,0,5,2,Expert,
.36.5..9..9.....235..........1.2...5.6..9.41...2.4..6...7....4..1..6..7....9.....,24,48,8,2,1,0,0,1,0,Expert,
....8.2..7.1.....46..........49....7.........9....4...36..429...9..378...8.69.72.,25,41,14,3,0,1,1,1,0,Expert,
2.........7..3.4..346.....8..3.4....4....8..2.9...........82.796....9...8..45.6..,24,40,16,0,0,1,0,1,0,Expert,
...9..8..4.6...2.1.1.....652...9...8.47..5...9..4...2.7..8..9...9.........8...152,26,34,20,1,1,2,1,1,0,Expert,
3...6...9...27.........48276...829..2.........8.....1..4...12....2...6...36....41,25,39,16,2,1,1,0,1,0,Expert,
4......3.76.58.4......3.2...5......48.....5...9...6......72.6.......8.....8.4372.,24,45,11,3,2,2,1,1,0,Expert,
