Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.........18.....59.......4.6..59.....5.4.2..74..7....121..6.4..7.52.8.1.86...4...,27,51,3,1,0,0,0,0,0,Intermediate,
...6....23....2.....64..835472.....318............7.848..5....7..3.......2....618,26,44,11,1,1,0,0,0,0,Intermediate,
3.8...21...564..3.............4..7..5.....82.1.7.3..4......5..7..2...3...83.7....,24,40,17,1,0,1,0,0,0,Intermediate,
..1.5........3..8..2.7.............2.53.....4...9287.......9..19.4..5.2.51.....49,24,40,17,1,0,0,0,0,0,Intermediate,
7.2..46........9...3...71...1.623....5....7....6.9.....7.....5.291...3.....4.....,23,48,10,1,0,0,0,0,0,Intermediate,
9.2..4.3...7...5..5....2.....4..8...2..7.14.9.3..........5...1.1..8...9..59...3..,24,40,17,1,1,1,0,0,0,Intermediate,
.9..7.3.2.7.2.9......41....4.9.8.1.31.....29...8.....684...39...16...........2...,26,38,17,2,2,1,0,0,0,Intermediate,
..7.682.4.413....89..1..73..3...7..............4..3.8..78..1.4.....4..7...2...8.1,27,45,9,1,0,0,0,0,0,Intermediate,
82.6.7....6.51....91.82....2...8..19........6....5.3.........7...79....3.5....98.,25,42,14,4,0,3,0,0,0,Intermediate,
91............2.....8.7.4.....7...955.2.1.7..47..2...6...85..74....9....6.9...8..,25,39,17,1,0,0,0,0,0,Intermediate,
....82...361.......8.15......5..92...983...7.6............7..1.7.95...2..3..9...8,25,40,16,3,0,0,0,0,0,Intermediate,
....1.......8.47...52..9...92.4......8......2.41.8.93..........37.....5....2..847,24,47,10,1,1,5,0,0,0,Intermediate,
.5.2.89.1....3...24....5..3..96.3....4...9586....5....6........8......19.1..62..8,27,40,14,1,0,0,0,0,0,Intermediate,
7........6.........98.....4..2..3.9..7..1....8.1..6.72...4.73.8.......674..8....1,24,47,10,4,0,0,0,0,0,Intermediate,
...8...432..6..1.9......6..1.82...........2....6....34.8..4.9.1.4.....2.695.2....,25,45,11,1,0,0,0,0,0,Intermediate,
5.4...3...8.....1....5.97...78.6.....4..7......1..58..6.......4.9..4.......3.7..1,23,42,16,0,1,2,0,0,0,Intermediate,
3.....47..2.1.65..18..7.3.........6...8..4..3....2....6..75.....3.8....5..7..2...,24,40,17,1,0,0,0,0,0,Intermediate,
...8.59268.6.9.35......1..4....4.2..4.....5...95......62..5.4.....3..6.2.....8.3.,27,42,12,1,0,1,0,0,0,Intermediate,
..76..82..3.8..........2.79.9..5......8..7.6...............5..2.7..4..96.4.3.6..5,24,47,10,0,0,3,0,0,0,Intermediate,
.2186..5....2....35..9..86...5......21..8...6.....3.....2.17..9...........7352...,25,52,4,0,0,0,1,0,0,Intermediate,
24...86.3.1.9.......76..42.9..4....7.....7...1.......94..2..7.......628.....7..3.,25,35,21,2,0,0,0,0,0,Intermediate,
.7.4.2.56..3....9.68.95...............8.2.4......94.25..4.....8.....63477........,25,37,19,2,0,0,0,0,0,Intermediate,
4.796...3...5.....96..48...........7..5.9..4...863.....3.........4..25...2648....,25,48,8,1,0,0,0,0,0,Intermediate,
.5...6..4..2.......643.2...13.24..7.....679......1.5..24.......7..............163,24,30,27,2,0,0,0,0,0,Intermediate,
2.9..5.6.5634......4..........9..137.31.2..56.....72..1.2......3.47............9.,26,53,2,1,0,0,0,0,0,Intermediate,
..126.......9.8.15...5....9...6...913.....4......3....49...2.....58...2.62..5....,24,41,16,0,1,5,1,0,0,Intermediate,
.7..3..658..7......961.4.3............5476..1.......56.....97...1.....8...95...43,26,45,10,0,0,1,0,0,0,Intermediate,
..5..8.............61.....54...56.7..7.29..16....874..5.6..9.....4.6...2.8..2.7..,26,38,17,1,0,0,0,0,0,Intermediate,
.2463....1..2...83......4...............13........26.9.4....9..8..54..3.6.3.91.4.,25,35,21,1,0,0,0,0,0,Intermediate,
6......72.....1.6.1.......9....9....9..1.75.8...825.......56.9...3..8.17.7...2.5.,26,42,13,2,0,1,0,0,0,Intermediate,
.2......7..1......5......4.489.7.2..7.5..43.....1.......2....71..725....94....82.,25,34,22,1,0,1,0,0,0,Intermediate,
.5..8.7....825..6....9...1...17.93.....3.2....63......2...78...61.....9..3.1.....,25,44,12,1,0,0,0,0,0,Intermediate,
.....9...34..5.9...18....6..865.7.3.7.5..............1...3...5....1.....8916....3,24,35,22,2,0,1,0,0,0,Intermediate,
6..........76.2..5...81....1.....4.8.563...7.2....1.5..34.......8.7.........53..1,24,41,16,0,0,5,1,0,0,Intermediate,
.......7.3...........5..3.9....9....48..1.2....1..2.4...3.2.79..28....14.97.41...,25,44,12,2,0,1,0,0,0,Intermediate,
....87.5....9..4.7..9425......3.9.6...45..37.8....2..........89..58..24.........3,26,50,5,1,0,0,0,0,0,Intermediate,
.....9....1..75..2....6....1.9.3..2.......7...3.7..85....8269..........158..1...7,24,46,11,1,3,1,0,0,0,Intermediate,
.2...8...3..1...6...6....5.....3.98......9.4...........4..2..398....45.....691.28,24,53,4,1,0,0,0,0,0,Intermediate,
..52.6..1...............9....19...7.3...8...5.573..2...965...8..8362...7.1......2,26,42,13,3,0,0,0,0,0,Intermediate,
..4...618....73..9.2.8....34.79..1.221.6.8...6..7.....3...2..7........26........4,27,49,5,1,1,0,0,0,0,Intermediate,
.....4.....25...61.......7......62....5.7..8...8.5.19.19.......6....29.4.841.....,24,45,12,2,0,1,1,0,0,Intermediate,
..1.....4.6.9.2..1.29..7........51.3....16........376.3....4.....476....1.2......,24,47,10,1,0,3,0,0,0,Intermediate,
.......58.7...39..3...69.2.....2........7..36.6....58.61..8...........9..256...7.,24,50,7,1,0,1,0,0,0,Intermediate,
..8......6...5.2.1...8.......1.75..25...9.4..7...16.9.......7....7..28...94....65,25,47,9,2,0,0,0,0,0,Intermediate,
..........98.465....7.........415......79..6..49..3...5...8.19....3......3.65.8.4,25,51,5,0,0,2,0,0,0,Intermediate,
........2496..53.8.23.......4....7.96.7.3.....8......5...4.25........6..8..7.6.94,26,45,10,2,0,0,0,0,0,Intermediate,
......237...7..4.9.....8....1...9......42.8.1..2..7.94....5........81.7.8.59...42,26,43,12,1,0,0,0,0,0,Intermediate,
..6....5..5.4..2...27....94............9.......927.4...74.8956.8.1.527.....74...1,28,46,7,2,0,0,0,0,0,Intermediate,
.2...............5.....91....2.6.4...16..47.8.98.....11..4..89..7.9.86.4.....72..,26,42,13,2,0,0,0,0,0,Intermediate,
....2.9....5..8..6.9...6..2.6.9....54.............18..38.56.1.4......2...5.31..8.,25,42,14,1,0,1,0,0,0,Intermediate,
..42.5..69.86..4...............7635....3.4.........9..4...9.5..5...3..7......28.3,24,50,7,1,0,0,0,0,0,Intermediate,
....6...5....29.7.3............74.6......2.3..2.1..94..72...3.4..39....6..5..1...,24,34,23,1,0,0,0,0,0,Intermediate,
.9.1....33.8............9.4..283..511...96.2.5...........6.....45.2..168.1.....4.,26,43,12,2,0,0,0,0,0,Intermediate,
.7.135....1..6.84..26..73.....3..2....4.7...6.85..2.1....4..........87.........2.,25,52,4,2,0,0,0,0,0,Intermediate,
7...683.1.3...2..6........4.......3.1........2.6..3..9.1.4..9..9.....6.8.64....12,25,28,28,1,0,0,0,0,0,Intermediate,
.8....9..4.126...7....8.4..2.8.5...9.6741.....4.......7.....5......95.6.89...6...,26,37,18,1,0,1,0,0,0,Intermediate,
..37.6...8...3..95.5...2.3...4....7.7.9..48...3.5.........4..8.....8....2.....6.9,24,50,7,1,0,0,0,0,0,Intermediate,
....3684......9...1.6...9..4613...727.2...6........4......8..3..8....7....9..2...,24,40,17,1,0,0,0,0,0,Intermediate,
.......1...9.53.62........9.5......7..4....5.....9..413..215.94..1..67..49..37..6,28,45,8,0,0,2,0,0,0,Intermediate,
63.........7........4...2....6..2...5287..6...4.8....5..1.8.74.....5...2....3.1.8,24,43,14,6,0,0,0,0,0,Intermediate,
..1...3.....95...7......5.6..3.71...64...3.........86...5...64.7......3.16..8.7.9,25,42,14,1,0,1,0,0,0,Intermediate,
..84.1....9....6..1.4...2.....6.9.......8.75...512...4.......16......89....87....,23,41,17,2,0,0,0,0,0,Intermediate,
.65.....9.27.....64.....8...4.27..8.5...6..7...6.85.92..48......5.....6.1...5...7,27,41,13,2,0,1,0,0,0,Intermediate,
.6..8..15...4.98.......5.6...1......24....7..6.5..4.9..8......1..91......12.7..48,26,35,20,3,0,1,0,0,0,Intermediate,
...218.6........4..3.6..2.....1.63.........7....84..217.....4...8.35....621......,24,50,7,1,0,0,0,0,0,Intermediate,
4.6.....1..9.2.......5..............7.16.4.3.3.4.7..1.1..3.9.25...7.63...4...5..6,26,35,20,1,0,0,0,0,0,Intermediate,
..67.4.....8..1...4...3..5.....7.2.1.4...2..8.71.5..46...6.7............1.53..8..,25,36,20,2,0,0,0,0,0,Intermediate,
..5.........6...1..7..2.....2..14.974...952.13....254.......7..731.......6..3....,25,37,19,1,0,0,0,0,0,Intermediate,
.9...16.7...7..42.2.7..513..65.........2..........3....514...6.....3..1...6.7..4.,25,49,7,3,0,3,0,0,0,Intermediate,
6.8.7..9...12....6...3..2...62...98........57.3..5..1..5...98......6..3..........,23,45,13,4,0,0,0,0,0,Intermediate,
..5.8.61.6....7..971.6..54..3896.....5......1.4...8....7..........8.1..5....3..7.,26,44,11,5,0,0,0,0,0,Intermediate,
.......1.91..4.2.6.279.......5.....7.6..7........184.....2....9....64....4..9.1..,23,38,20,0,0,2,0,0,0,Intermediate,
59....2....3.7..5..2....36....6...7......4....64.2.....1...5.3....7.91......1.425,25,39,17,0,1,1,0,0,0,Intermediate,
4...2...9......8....15........9.12........6..25764....6.9....477.....92...57....8,25,41,15,2,0,0,0,0,0,Intermediate,
......1.5..........8...13....7......61.75......9.6..53.7.93..6........3215...8..7,24,40,17,2,0,1,0,0,0,Intermediate,
.4..2...5..1..479....7.1.2.7..36...4...1.2.6.5.........6.....1.4....9..7....5....,24,40,17,2,0,0,0,0,0,Intermediate,
......89...........78..1....97..4..8.526....1.4..25....6....78..8...9.6.1....7..2,25,43,13,2,1,2,0,0,0,Intermediate,
........1...9.....13..7.5.....89.3.46.7...........6..83..6........1589.3..5..98..,24,36,21,6,0,0,0,0,0,Intermediate,
........9...5.6....2.34.......6.9.8..53.2.9....6....24......4.1.4.913..62.5..4...,26,40,15,1,0,0,0,0,0,Intermediate,
5.16.84..92.4..6...8...1..9....8..7.......5.......2...148.7..9.6.....18........67,26,35,20,1,0,0,0,0,0,Intermediate,
.....5.2.2...396.8....1.........81..1...9..646.....9.....382......9...35..4.56.8.,26,42,13,4,1,1,3,0,0,Intermediate,
19..6..5...6..4..7.5.7....8..1.......4.......675.9.2....4.16..9.6.9..7....94.2..5,28,40,13,4,0,0,0,0,0,Intermediate,
4.8.6.....9.5.7.....5..9.6....4......6..7......92.8.5..2.6.....9...5..87.5...43.6,26,36,19,1,0,0,0,0,0,Intermediate,
3..7..956.....3.....7...........96......5..1..5...6398...9.7..26..385....93.1....,26,33,22,1,0,0,0,0,0,Intermediate,
..2..3.89......4...9..8...54......173.1..8.....9..43..25..378....8..97....4......,26,36,19,1,0,1,1,0,0,Intermediate,
...1....9...8...4......68.3......5.16.9..4....8...5.943...6....126.8.3.5.4.5.....,26,37,18,1,0,1,0,0,0,Intermediate,
.6..78.23..53....6..2.....1............63........8..1..7...4.....1.5..628..7..5.4,24,42,15,3,0,0,0,0,0,Intermediate,
.......4..8....1.6.........827..6....9..4...3..69....896.1..3.....7.42...4.36.8.1,26,42,13,1,0,0,0,0,0,Intermediate,
21.........63...2..7.18......36.9..18..7...3..9.8............5.1...5.27..28......,24,46,11,3,0,2,2,0,0,Intermediate,
.1...7....4..8.1....2.4..83....2.8...7..3......9....764.31...6..618..7..8..4....9,27,36,18,2,0,0,0,0,0,Intermediate,
.89...2...2.3.8..7.4..5.8........149...42.73.9....3........538.4.1....7.....9...1,27,39,15,1,0,0,0,0,0,Intermediate,
...473.5.....1.273...9.......659....7.5...6.......1.......3....23.15.746.5.7.4..1,28,38,15,2,0,0,0,0,0,Intermediate,
.......9...3.897.21.2.768..4..32....3....1.6.8....7.....4.3.1.6....62..4..1......,27,42,12,0,0,3,1,0,0,Intermediate,
8...3.....3..9.7...7.....253.4...........2.......7348....956..2.6.8......2....84.,24,38,19,1,0,0,0,0,0,Intermediate,
2.........7.6..3.246.13........6.....37.2.....5.3....49..2..7.6....742.........4.,24,37,20,0,1,2,0,0,0,Intermediate,
..7..4.2.3....76..................6..14.6.2..68.3..14....14..32..158.4..8.3....1.,27,29,25,1,0,0,0,0,0,Intermediate,
..4......8..1342...32.......7..1.58......9.3.94.8.3.17..87...2.....5.8.........7.,26,46,9,2,0,1,0,0,0,Intermediate,
6......4.4.5.1...9..8...57....1....3..9.48......673.1........8.5..4..7.1....9...6,25,43,13,3,0,1,0,0,0,Intermediate,
86....3...4..6.5....5.39..4.13.....9.....2.1.9..5.............2124........6.1..3.,24,39,18,0,0,1,0,0,0,Intermediate,
......573.....4.....8.5...923..8...55...67...94...2...........6...3..48....2..73.,24,49,8,0,1,1,0,0,0,Intermediate,
4...6...7..91...2.75..2.48.8......4..1....9...........1..94.8..9....7.....6..2.7.,24,41,16,2,0,0,0,0,0,Intermediate,
.9.......378...26........7892..8..5.........6..3..681......5.....2.6..317.1.2.5..,26,46,9,1,0,0,0,0,0,Intermediate,
........5.57.4.2164.6......6.2..3......1...7...12.73.....3..9..1.46...3........4.,25,32,24,2,0,0,0,0,0,Intermediate,
.......7....4.3.6....89......76..8...8.....4..6.71....39..6.....4....923.7..2.4..,24,33,24,1,0,0,0,0,0,Intermediate,
8...7.1.4..6.2...83..6...2.....1.9.3.23...64....9..........6.8.7......1.6.9...4..,25,29,27,1,0,0,0,0,0,Intermediate,
.....1....4....7.22.9..4.6.....6.9757......3.............3..5919..6.....5..27.4..,24,54,3,1,0,0,0,0,0,Intermediate,
9.......1..14..7......57.4......625..2..4........7.19..6.....7..4..659.8....9..25,26,31,24,2,0,0,0,0,0,Intermediate,
......1.......5.98...984.......61....65..928.........4.....3....3.6..91.84.5.2..3,25,44,12,6,0,0,0,0,0,Intermediate,
...........2....87.47...925.2...........7.83...5.....14...31....13..5.74.58..2...,25,38,18,0,0,3,0,0,0,Intermediate,
8..6...9..69...2..54.9....6...15..6.1......78........5..7..6...2....48....85.2..1,26,34,21,1,1,3,0,0,0,Intermediate,
4......8..9..1.7.....432..135....1...........7...9.3....8..9.2...4.5...31......79,24,40,17,1,0,0,0,0,0,Intermediate,
.......8......4..5.....523....3..1.7.3.....5...576184.8........1.3..6......8..421,25,40,16,3,0,0,0,0,0,Intermediate,
.....37.........6..7....3.2....59..1.4.1.65....9...2...2.....3.9...6...5..62.794.,25,44,12,2,0,0,0,0,0,Intermediate,
....6...8.1.......3.....54.....43..6....1.8....56.9.3.8..75.6..14........6.8..9..,24,26,31,0,0,1,0,0,0,Intermediate,
.1...3.2..9.8.2...8...6...5....1....95.....814......93.3.45.6.9..4....5..6.....4.,26,40,15,2,0,0,0,0,0,Intermediate,
.6...35.9......3..7.......4.5..26.9..........6.3....1..2.5....794.1...56..6.9.2..,25,41,15,2,0,0,0,0,0,Intermediate,
2..3.....845.......36...5....4..8.........97.92...74...79.6...3....4..6.......725,25,41,15,1,0,1,0,0,0,Intermediate,
.68.......94.1...5..7...68...6.4...9...1.2......69...7..2.51.....57.9..4....2....,25,43,13,1,0,0,0,0,0,Intermediate,
6..178...794.6.........42..451............86.............48...2....2.98.1....7.5.,24,45,12,2,0,0,0,0,0,Intermediate,
.19....687.2......6.......7...381.4...4..9....37.2......1......9..7...36..82..1..,25,46,10,1,0,0,0,0,0,Intermediate,
.4..5.....7.3.49...38...51.6.9....7.4....5...85...1.....5..8....9.1.3.......7.3..,25,41,15,0,0,2,0,0,0,Intermediate,
.....8....4.2.........3.1.5784.2....6..4....2..2.51....75.4.8.....6...1....385.2.,26,46,9,1,0,0,0,0,0,Intermediate,
.68.5.4...91..3..6.5.8.........4...........63...689.1....518.....7....3...69.....,24,46,11,2,0,2,0,0,0,Intermediate,
4...8....5.24.3.6..3...24.....1.....1.32..9..8.5.69.......2..3.9..3........5.46..,26,43,12,2,0,0,0,0,0,Intermediate,
.......6....3...2.....2.5.82..6..19.5.........7...1.3..5..9...393...6.87.....76..,24,44,13,3,1,1,0,0,0,Intermediate,
..342....9....712.5...1....4...8.9.....1.3.....2...7..8..3.......4..5...37..495..,25,44,12,2,0,0,0,0,0,Intermediate,
.....5.39.3.7..5.2.6..4...8..73......9...4.....36.872...9.5....2......8....83....,25,44,12,1,0,0,0,0,0,Intermediate,
17........95..3...8.6.59.1...786..43...7..869...5....1...3.....6.......7....4..8.,26,49,6,2,0,0,0,0,0,Intermediate,
..14.........2.3.8...6.5.9........6..4....5....9.....2.....2.....2589..3.6...42.1,23,45,13,3,0,0,0,0,0,Intermediate,
..67.3.1.73.5..4..........8..58.4..71...........19..8...7.....43419.7...8..3.....,26,33,22,1,0,0,0,0,0,Intermediate,
...46.......9.2..898........5.3..9...285......6...1.8.4..............2.9....2.513,23,39,19,1,0,0,0,0,0,Intermediate,
...4.58.9.8...1....4.3...2...6..82.3.......9.1.....5...5..96.1....5..6.4....2..8.,25,46,10,4,0,0,0,0,0,Intermediate,
54...3.2...36.1.5.1....7...........8.3..24..7..85..3..615........4.....3....1....,24,41,16,0,0,2,0,0,0,Intermediate,
.5.....7..........872....1....5.6197...7...2..9.8...6.7.52......196..78.....4...6,26,33,22,3,0,0,0,0,0,Intermediate,
.....87......7..29.2.1..85..5..1.26......3.1......5....7.58...22..3.15.8..3...1..,27,36,18,0,0,0,1,0,0,Intermediate,
..1....79....4.......1394..6..9531.....6......2...8.....9.....7.574....6.1.3.6.9.,26,39,16,1,0,0,0,0,0,Intermediate,
...47..955........4.9..8.3..........8.4..67......9.3.6......6....78..4..65......2,23,32,26,0,0,1,0,0,0,Intermediate,
.47.....91......7.2..3.7...........5.75...9..6.1..........492.3.9.7.251...46....7,26,52,3,0,0,1,0,0,0,Intermediate,
28..645...4...96.....81....1..7.5...52.18......7.........59....8.6....9.......27.,25,43,13,2,0,0,0,0,0,Intermediate,
.4....7..6..8....9.7..25.....4.6..5..65........79.8......24..6..........8..3.9...,22,49,10,2,0,1,0,0,0,Intermediate,
...4.3.1....12..89.1.5.......7.5....82.7.4...5..9..3...4.......9.52.8.4.2........,25,47,9,2,0,0,0,0,0,Intermediate,
.1.......9...6.3..3......57.25..49...4.7.56.1...3.2....5.......4.........6....572,24,46,11,0,0,1,0,0,0,Intermediate,
.29..4..5......81.8..1........4...8.7..8.51.4...3..59.43....72...1.2......7......,25,45,11,1,2,4,0,0,0,Intermediate,
..3.....4...36..7......82.......9....7..2..86......3....6.7291.7.4.9......28...3.,24,31,26,1,1,0,1,0,0,Intermediate,
..68..4...1.3.6.8...8.....7.8....7.4....49.2.2.....61.3217...4...........7..2.1..,26,36,19,0,0,1,0,0,0,Intermediate,
....94587......9.........2635...6....2.38.6......7...8.....3...7.65.8.....4..7..5,25,50,6,0,0,2,0,0,0,Intermediate,
.....1.....5.8.3...4...6.5.51....4.3.73.6..122.......51..4...2...87...6.......1..,25,41,15,1,0,2,0,0,0,Intermediate,
...........7..56.15...81.4...9...4151.....9.....6.....974...1...8......22.15..8..,25,37,19,1,0,0,0,0,0,Intermediate,
..8..2...6.7.9....3.....7......6..3.2..3.794.9.........8.72....4...593...6.8..5..,25,42,14,1,0,0,0,0,0,Intermediate,
6.5.2....4.25.8....9.........9..3...85...12...3..5...1.4.68...9....498...2..1...4,27,38,16,1,0,1,0,0,0,Intermediate,
........52..........5.39.2.....81...69....5.73.....6..9..2.6....873....65...7.9..,24,36,21,0,1,2,0,0,0,Intermediate,
....63..2.1......4.9..1..6........2..56......4.....1.9..235......8..25.3....96...,23,39,19,2,0,0,0,0,0,Intermediate,
8..4.7.....2...3...9..2..8.23....5.7......49...5.7...........48723...9..6.8......,24,38,19,1,0,0,0,0,0,Intermediate,
3.79......2.5...161.4.32.5..7..1.42......7..5.......3...1....7.......6.3....5..92,26,33,22,2,0,1,0,0,0,Intermediate,
6..8.7....725...41.....43............5.7..2.....1..76...4..258..8.43..1..........,24,41,16,2,0,0,1,0,0,Intermediate,
2..65......92..6..43..81..5....4.5.6.......2...25.8431.....6.......3..12.1......4,27,43,11,2,0,1,0,0,0,Intermediate,
.1382..6.496.1..........1..8....2......7....8.....4.2...93..4....4.79.8..8...1...,25,49,7,0,0,1,1,0,0,Intermediate,
.2..54..1..5...6...7........36.....5.4....1961...........3.17...1..4.5.2.97..63..,26,45,10,1,0,0,0,0,0,Intermediate,
.49....3..8.94...6.......2...8..7..5..46....36.5..32.......8...5..2.6..........7.,23,44,14,1,0,1,0,0,0,Intermediate,
5.7....98............467.3.9....41..37..56.4..4..39....8........13..8...7.63.....,26,37,18,5,0,0,0,0,0,Intermediate,
94......5.6..5..28.....6..3...573.......49...7.2........6..5..2..43...7.5..4..3.6,26,36,19,1,0,0,0,0,0,Intermediate,
..1.7589.....4....5.8...1...4..6.....19...2.76.........6......2..4..65787..2.....,25,39,17,2,1,1,0,0,0,Intermediate,
4......1......379..6...74..2........97.1..2.............8.96.3....3.8..66...4...8,23,37,21,1,0,2,0,0,0,Intermediate,
2.......6..36.4.1......1.7.....2...7.....3...1.......9.7.1...2.98....4.....986...,22,41,18,1,1,4,0,0,0,Intermediate,
8.......3...369.....2.1.6..34..8...21..2....5....31..66..54...1....9..5..8.......,25,41,15,1,0,0,0,0,0,Intermediate,
....4.61.......5...84....3...9.....54......865...8.24.2..5.4...........2.3.9.1...,23,41,17,1,0,1,0,0,0,Intermediate,
.2.78.......2.9...........48..9.4..6..716....6.....57....4...2...189.....69.1....,24,45,12,2,0,2,0,0,0,Intermediate,
........3.......7..6..1..95........87...8.419.1.....5...45.98...314......7513...6,26,47,8,2,0,0,0,0,0,Intermediate,
3....1....9....7.......89.6............42...1.37....29..6.37.4.1....4...92...6.3.,24,32,25,2,0,0,0,0,0,Intermediate,
1......699.683..5.........4.....7........86...3....41..8.......57...9..1.61.538..,25,42,14,3,0,0,0,0,0,Intermediate,
.8.9.........4....3.2...16......68..1..42..9..3....4..59...3.....8....1.4......56,23,40,18,4,0,2,0,0,0,Intermediate,
...7....34...38.1..6...129..26.1..4.9..6.7.2.7.34...........63....3.......42.9...,27,45,9,0,1,0,1,0,0,Intermediate,
54..8.1.7....1....7.9....64..........6...194245...6.1....4........8...79.....5..6,25,37,19,1,0,0,0,0,0,Intermediate,
....45.....9...2..2......4....7..584..6....7..951..6.......17...72.6.85......2...,24,41,16,4,0,0,0,0,0,Intermediate,
.19..2..3.2...7.4.7.5........43.9.7.........85........2....138585.......1..7...29,26,48,7,0,1,0,0,0,0,Intermediate,
5....4....4...5.2...98...7...21..39.8719.....9.3...7..3...47......3.1....2......4,26,43,12,0,0,2,2,0,0,Intermediate,
.2..9..7....5.7..4.8...2.....9.5832.2.64.3......7...65........6.6...57.8.......9.,26,55,0,1,0,0,0,0,0,Intermediate,
....724..4..8.9.3............9.3..6..23.....55..78.....9.5.7.232..3..7..3..4.....,26,38,17,1,0,0,0,0,0,Intermediate,
..65..2..8.7.9.....2....1...5.74.9.8...12.........85...786.9...6.5..7.1.1........,26,43,12,2,0,0,0,0,0,Intermediate,
.735....99.267...............6..7.4...4192...351.......25.3........4..9.4.....31.,26,46,9,3,0,1,0,0,0,Intermediate,
.4...2.73215....4......5..............91.....5.1.9....382.7.4......8..9.4...53..1,25,37,19,1,0,0,0,0,0,Intermediate,
.374.58...6...7.......9..3.9......5...4.76.....5...7..4..3.8.........1....8714..9,25,43,13,3,1,1,0,0,0,Intermediate,
..4.798...8.2...37.2.83....1.8..249......7..36.24...7.94......6................2.,26,52,3,1,0,0,0,0,0,Intermediate,
..7..92.82.1...4............13..2...97.........2.5....1.83...2........9.4..5183.7,25,47,9,0,0,3,0,0,0,Intermediate,
...........6....8.4....926...53.6..89..1..52.6...4.9.3.5...2...3.9....5.18....4..,26,41,14,3,0,0,0,0,0,Intermediate,
...79...8.7...4.1.5..2..6..61.......8.2..9....9..........8...562.85.69.......2..4,25,36,20,2,0,0,0,0,0,Intermediate,
..9.....8......62........37.62..3.4..........7.......9..1.64..298..1..7.2....74.3,24,47,10,1,0,1,1,0,0,Intermediate,
1..6..5..9.52..3..8.2.........523......41..6.........4.4..3...6.1..9.......865...,24,40,17,1,0,2,1,0,0,Intermediate,
.....3.98..98................7.....36..1.84...4..5..6..3471..5..7....6..8.5....74,25,42,14,1,0,0,0,0,0,Intermediate,
.............3.5.......4.191...593.8.9...6..54....7.....7.8.....4..657....5.734.1,26,46,9,2,0,2,0,0,0,Intermediate,
91..3..7..286....9.7........3....592......63...........6..759.....3.8.1.....1.2.7,25,50,6,1,0,0,0,0,0,Intermediate,
924.......7.5..32...8..69.....2.3...3......7....6....5.....2..8....7..9.86.3..7..,24,38,19,1,0,0,0,0,0,Intermediate,
....5....7.18.9.3.4....3.6.6....8.59..5..1....7..3.6..84.9.......9...7....65.....,25,42,14,2,1,1,1,0,0,Intermediate,
.2.873.1..........7....58...........2.41...9..712.......9..45..48.3.....3.....9.8,24,40,17,1,0,0,0,0,0,Intermediate,
.247.961.79......46..1...2..4..........256....65..39.....6....1......26.....4..9.,26,25,30,1,0,1,0,0,0,Intermediate,
.58...4....3.18.........6...4.......5.....9.6.198..5...8..92....9564..2.4.13.....,26,44,11,1,0,0,0,0,0,Intermediate,
..3...47...2.6......9......7....8.9..2.....4..3..257....78....3......8...586.32..,24,33,24,2,0,1,0,0,0,Intermediate,
...8....1.489....33...1......1.7.8.9.7..4.............5...3..48...19.6.5..9...7..,24,37,20,2,0,0,0,0,0,Intermediate,
..3........24.7..96...1.........1.6....27...3.9.3.4.21......912..965...4.....2...,25,35,21,1,0,2,0,0,0,Intermediate,
.8..........12.....5...8..9.42....3.7....28....1...7.....23....9......73..35...12,23,39,19,0,2,4,2,0,0,Intermediate,
..3...51..75.613.26.........1.68....5....2.8...........6.3....5...8...79...19...3,25,36,20,1,0,0,0,0,0,Intermediate,
..8......92.1....3.......6.7....3....8...........7632.29.8..6...6..294.7.47...8..,25,42,14,3,0,0,0,0,0,Intermediate,
9................4..6..7.9.....46.18.1..78..932...16..24...3.86..7......8...9...3,26,43,12,1,0,0,0,0,0,Intermediate,
...6.9....6.3728.9.92...7..3.7.......4.......2.58...7.....48...8.9756......2..5..,27,48,6,2,0,0,0,0,0,Intermediate,
....1.6...47....3.61....29.3..1.4.2...9873.....8.2.4.......7.1..3.9....8.8......2,27,39,15,2,0,0,0,0,0,Intermediate,
6.......75....71284.........4......21..7.8..6.6...13...83.........2......1....26.,23,35,23,1,0,0,0,0,0,Intermediate,
2.8.97.............7.8..4....9.3.7..56..29...3.2.8.96........8.......3.77..3.5.4.,26,40,15,1,0,0,0,0,0,Intermediate,
421.....9....1.4.5.5.7....26.45......3...2.....9..7....4632.......4.....1.2.9..6.,26,48,7,2,0,0,0,0,0,Intermediate,
.96.......58.1..3..7....1.8.61..3.47...6.7.5..........9.....3......3.91...3..8...,24,25,32,1,0,2,0,0,0,Intermediate,
6.9.874..1..3...86....1.3..9...2.....6.9.4....71..3.2....2.........4.....4...8.3.,25,49,7,2,0,0,0,0,0,Intermediate,
..4....8.3....8..7...4..9..4....2.63.6.....211.....8...26.897......716..9........,25,47,9,0,0,0,1,0,0,Intermediate,
..3....56.....9....62...1.77.....2...5...8....9...........2.3.1...3.7.988.1...7..,23,37,21,1,0,0,0,0,0,Intermediate,
.5...6.734.1...8....85..6..7...35.6.2....4..7....6..2..3.....8.1...........31....,24,44,13,0,1,1,0,0,0,Intermediate,
